Observed Reentry Date (UTC),Object Name,International Designator,SSN,TLE Epoch (UTC),Aerospace Reentry Prediction (UTC),Aerospace Stated Uncertainty 20% Rule (+/- hrs),Country of Origin,Type,Sighting Location,Sighting Latitude,Sighting Longitude,Debris Recovery Location,Recovery Latitude,Recovery Longitude
N/A,SL-4 R/B,2021-081B,49128,2021-12-10T21:11:06Z,2021-12-11T04:46:00Z,2.0,Russia,R/B,,,,,,
N/A,STARLINK-1757,2020-062Q,46339,2021-12-04T05:31:01Z,2021-12-04T09:01:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-3123,2021-104X,49429,2021-12-01T00:00:00Z,2021-12-02T02:04:00Z,7.0,USA,Payload,,,,,,
N/A,ELECTRON R/B,2021-106D,49472,2021-11-30T15:02:47Z,2021-11-30T22:58:00Z,2.0,New Zealand,R/B,,,,,,
N/A,WORLDVIEW 4,2016-067A,41848,2021-11-30T04:46:16Z,2021-11-30T05:14:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2262,2021-024AA,48001,2021-11-29T07:00:13Z,2021-11-29T12:15:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1875,2020-088AQ,47160,2021-11-29T05:04:20Z,2021-11-29T08:30:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2277,2021-024AF,48006,2021-11-29T04:57:44Z,2021-11-29T08:06:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1254,2020-012AQ,45216,2021-11-26T18:46:17Z,2021-11-27T02:25:00Z,2.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2021-111B,49500,2021-11-26T07:47:41Z,2021-11-26T12:37:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-1101,2020-001F,44919,2021-11-23T00:45:24Z,2021-11-23T09:34:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-1072,2020-001Z,44935,2021-11-22T23:31:43Z,2021-11-23T04:02:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1662,2020-062AW,46369,2021-11-22T21:04:49Z,2021-11-22T23:17:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2021-071B,49063,2021-11-21T23:18:39Z,2021-11-22T00:05:00Z,1.0,China,R/B,,,,,,
N/A,Dragon CRS-23 DEB,2021-078B,49268,2021-11-18T07:08:10Z,2021-11-18T11:31:00Z,1.0,USA,Debris,,,,,,
N/A,ELECTRON R/B,2021-068B,49053,2021-11-14T16:49:28Z,2021-11-15T02:21:00Z,2.0,New Zealand,R/B,,,,,,
N/A,STARLINK-1901,2021-074Z,46762,2021-11-14T12:27:35Z,2021-11-14T14:37:00Z,1.0,USA,Payload,,,,,,
N/A,Breeze-M Debris (TANK),2009-007C,33597,2021-11-14T02:03:18Z,2021-11-14T04:57:00Z,1.0,Russia,Debris,,,,,,
N/A,STARLINK-1731,2021-073G,46676,2021-11-13T09:34:52Z,2021-11-13T10:57:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1827,2021-073BG,46724,2021-11-11T09:00:17Z,2021-11-11T12:42:00Z,1.0,USA,Payload,,,,,,
N/A,Breeze-M Debris (TANK),2018-107C,43869,2021-11-01T23:54:05Z,2021-11-02T05:29:00Z,1.0,Russia,Debris,,,,,,
N/A,CZ-2F R/B,2021-092B,49327,2021-11-01T14:52:12Z,2021-11-01T19:56:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1178,2020-006V,45063,2021-10-30T14:54:30Z,2021-10-31T13:18:00Z,6.0,USA,Payload,,,,,,
N/A,STARLINK-2091,2021-012BL,47678,2021-10-31T01:30:41Z,2021-10-31T11:21:00Z,2.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2021-098B,49380,2021-10-30T10:57:17Z,2021-10-30T12:11:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-1914,2020-088BL,47180,2021-10-30T04:43:48Z,2021-10-30T12:06:00Z,2.0,USA,Payload,,,,,,
N/A,KZ-1A R/B,2021-097B,49339,2021-10-30T06:14:13Z,2021-10-30T09:30:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1508,2020-038AM,45765,2021-10-25T13:20:05Z,2021-10-25T17:51:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1078,2020-062BG,46379,2021-10-23T02:41:37Z,2021-10-23T06:49:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1886,2020-088AZ,47169,2021-10-22T05:10:09Z,2021-10-22T06:29:00Z,1.0,USA,Payload,,,,,,
2021-10-20T04:43:00Z,COSMOS-2551,2021-081A,49127,2021-10-20T03:16:18Z,2021-10-20T05:12:00Z,1.0,Russia,Payload,"Midwest, USA",42.3,-84.95,,,
N/A,STARLINK-1078,2020-001Y,44936,2021-10-17T14:38:59Z,2021-10-17T19:50:00Z,1.0,USA,Payload,,,,,,
N/A,KZ-1A R/B,2021-086B,49257,2021-10-11T13:01:58Z,2021-10-11T15:51:00Z,1.0,China,R/B,,,,,,
N/A,SL-4 R/B,2021-089B,49270,2021-10-07T23:57:12Z,2021-10-08T05:37:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-1824,2020-073BD,46721,2021-10-03T02:57:27Z,2021-10-05T00:19:00Z,11.0,USA,Payload,,,,,,
N/A,CZ-7 R/B,2021-085B,49223,2021-10-04T14:11:49Z,2021-10-04T21:56:00Z,2.0,China,R/B,,,,,,
N/A,STARLINK-1836,2020-088F,47127,2021-10-03T07:44:06Z,2021-10-03T11:05:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1949,2020-074AQ,46777,2021-10-01T16:32:50Z,2021-10-02T06:09:00Z,3.0,USA,Payload,,,,,,
N/A,Falcon 9 R/B,2021-082A,49130,2021-09-29T12:50:25Z,2021-09-29T15:13:00Z,1.0,USA,R/B,,,,,,
N/A,STARLINK-76,2019-029BE,44287,2021-09-26T06:30:20Z,2021-09-26T18:28:00Z,3.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2017-069D,43004,2021-09-22T13:48:34Z,2021-09-22T14:47:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1095,2020-001BK,44971,2021-09-19T19:23:53Z,2021-09-20T00:38:00Z,1.0,USA,Payload,,,,,,
N/A,ELECTRON R/B,2021-004C,47348,2021-09-16T17:13:29Z,2021-09-16T21:29:00Z,1.0,New Zealand,R/B,,,,,,
N/A,STARLINK-1787,2020-088D,47125,2021-09-12T19:24:35Z,2021-09-12T22:23:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1632,2020-057BF,46170,2021-09-12T17:44:18Z,2021-09-12T21:48:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1768,2020-062BJ,46381,2021-09-12T08:16:50Z,2021-09-12T00:28:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1937,2020-074AL,46773,2021-09-11T00:39:07Z,2021-09-11T02:33:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1855,2020-088W,47142,2021-09-10T01:03:57Z,2021-09-10T10:47:00Z,2.0,USA,Payload,,,,,,
N/A,CZ-4B R/B,2020-051D,45942,2021-09-09T17:46:48Z,2021-09-09T21:45:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1796,2020-073AD,46697,2021-09-06T16:23:28Z,2021-09-06T17:39:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1778,2020-073P,46683,2021-09-04T17:59:42Z,2021-09-04T19:11:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1685,2020-070J,46540,2021-08-28T16:12:28Z,2021-08-28T22:30:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-1127,2020-006AZ,45091,2021-08-25T18:06:55Z,2021-08-26T15:15:00Z,5.0,USA,Payload,,,,,,
N/A,STARLINK-1779,2020-088BG,47123,2021-08-26T04:37:06Z,2021-08-26T10:42:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-2276,2021-041BA,48601,2021-08-24T18:23:09Z,2021-08-25T05:56:00Z,3.0,USA,Payload,,,,,,
N/A,STARLINK-1897,2020-074Y,46761,2021-08-23T06:39:58Z,2021-08-23T10:55:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1745,2020-062BE,46377,2021-08-20T08:43:07Z,2021-08-20T13:53:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1163,2020-006AB,45069,2021-08-18T22:58:16Z,2021-08-19T01:22:00Z,1.0,USA,Payload,,,,,,
N/A,Antares R/B,2021-072B,49065,2021-08-18T13:04:42Z,2021-08-18T16:16:00Z,1.0,USA,R/B,,,,,,
N/A,STARLINK-1935,2020-074AJ,46771,2021-08-18T14:51:53Z,2021-08-18T09:01:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-1691,2020-055AG,46057,2021-08-18T14:51:53Z,2021-08-18T09:01:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-1691,2020-062BA,46373,2021-08-17T09:46:01Z,2021-08-17T12:34:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1025,2019-074T,44730,2021-08-16T01:06:14Z,2021-08-16T08:55:00Z,2.0,USA,Payload,,,,,,
N/A,KZ-1A R/B,2018-075B,43637,2021-08-15T20:43:30Z,2021-08-16T04:48:00Z,2.0,China,R/B,,,,,,
N/A,SL-25 R/B,2021-066B,49045,2021-08-05T09:00:12Z,2021-08-06T05:31:00Z,2.0,Russia,R/B,,,,,,
N/A,STARLINK-1592,2020-057Y,46139,2021-08-01T01:14:05Z,2021-08-01T04:05:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1198,2020-012Y,45200,2021-07-30T21:10:57Z,2021-07-31T01:44:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1164,2020-006AC,45070,2021-07-29T23:17:21Z,2021-07-30T11:16:00Z,3.0,USA,Payload,,,,,,
N/A,STARLINK-1075,2020-001AW,44958,2021-07-29T02:01:19Z,2021-07-29T05:29:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2529,2021-040AF,48457,2021-07-28T00:33:01Z,2021-07-28T04:08:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2021-056B,48866,2021-07-26T11:43:40Z,2021-07-26T17:31:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-1652,2020-062AU,46367,2021-07-25T13:34:30Z,2021-07-25T20:45:00Z,2.0,USA,Payload,,,,,,
N/A,DRAGON CRS-22 Debris,2021-048C,49025,2021-07-24T22:05:24Z,2021-07-25T14:48:00Z,4.0,USA,Debris,,,,,,
N/A,SL-8 R/B,1973-107B,7004,2021-07-23T18:31:36Z,2021-07-23T21:59:00Z,1.0,Russia,R/B,,,,,,
N/A,Crew Dragon Demo 1 Debris,2019-011B,44064,2021-07-19T21:07:39Z,2021-07-20T10:53:00Z,3.0,USA,Debris,,,,,,
N/A,DragRacer 1 (Alchemy),2020-085AB,46954,2021-07-19T02:45:18Z,2021-07-20T07:14:00Z,7.0,New Zealand,Payload,,,,,,
N/A,STARLINK-1744,2020-070BH,46587,2021-07-18T01:22:18Z,2021-07-18T06:17:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1847,2020-074A,46739,2021-07-14T05:20:08Z,2021-07-14T08:47:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2018-041B,43451,2021-07-07T06:30:01Z,2021-07-07T08:08:00Z,1.0,China,R/B,,,,,,
N/A,MERIDIAN 1,2006-061A,29668,2021-07-06T10:19:56Z,2021-07-06T12:29:00Z,1.0,Russia,Payload,,,,,,
N/A,CZ-2F R/B,2021-053B,48853,2021-07-02T16:42:43Z,2021-07-03T20:44:00Z,7.0,China,R/B,,,,,,
N/A,SL-4 R/B,2021-057B,48870,2021-07-02T14:24:51Z,2021-07-02T17:41:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-2F R/B,2020-063B,46390,2021-07-01T06:55:47Z,2021-07-01T08:38:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1473,2020-038H,45737,2021-06-28T10:34:23Z,2021-06-28T19:39:00Z,2.0,USA,Payload,,,,,,
N/A,SL-6 R/B (2),2008-062D,33450,2021-06-24T11:13:59Z,2021-06-24T11:49:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-1516,2020-038V,45749,2021-06-18T04:42:36Z,2021-06-19T23:10:00Z,11.0,USA,Payload,,,,,,
N/A,Ariane 42L R/B,1998-075B,25586,2021-06-16T09:15:21Z,2021-06-17T02:57:00Z,1.0,French Guiana,R/B,,,,,,
N/A,SL-24 Debris,2015-014B,40537,2021-06-15T22:47:56Z,2021-06-16T01:30:00Z,1.0,Russia,Debris,,,,,,
N/A,CZ-7 R/B,2021-046B,48804,2021-06-15T01:37:40Z,2021-06-15T10:19:00Z,2.0,China,R/B,,,,,,
N/A,H-2A R/B,2020-089B,47203,2021-06-12T09:05:28Z,2021-06-12T15:24:00Z,2.0,Japan,R/B,,,,,,
N/A,STARLINK-2638,2021-040BB,48477,2021-06-02T20:06:47Z,2021-06-03T12:19:00Z,4.0,USA,Payload,,,,,,
N/A,STARLINK-1841,2020-073BM,46729,2021-05-28T01:32:03Z,2021-05-28T04:05:00Z,1.0,USA,Payload,,,,,,
N/A,R3D2,2019-016A,44073,2021-05-20T18:07:37Z,2021-05-23T21:12:00Z,19.0,New Zealand,Payload,,,,,,
N/A,STARLINK-64,2019-029AS,44275,2021-05-21T04:55:56Z,2021-05-21T18:47:00Z,3.0,USA,Payload,,,,,,
N/A,Ariane 5 Debris (SYLDA),2008-030D,33058,2021-05-20T05:59:04Z,2021-05-20T11:18:00Z,1.0,French Guiana,Debris,,,,,,
N/A,CZ-5B R/B,2021-035B,48275,2021-05-08T20:34:12Z,2021-05-09T03:02:00Z,2.0,China,R/B,,,,,,
N/A,CZ-3B R/B,2018-018C,43209,2021-05-03T20:52:03Z,2021-05-03T21:49:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1045,2019-074AP,44750,2021-04-23T05:08:44Z,2021-04-23T10:14:00Z,1.0,USA,Payload,,,,,,
N/A,SL-8 R/B,1999-022C,25723,2021-04-23T03:24:47Z,2021-04-23T08:45:00Z,1.0,Russia,R/B,,,,,,
N/A,MERIDIAN 2,2009-029A,35008,2021-04-23T04:11:05Z,2021-04-23T04:47:00Z,1.0,Russia,Payload,,,,,,
N/A,STARLINK-48,2019-029BG,44289,2021-04-18T12:20:17Z,2021-04-18T18:18:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1900,2020-088BG,47176,2021-04-17T10:39:37Z,2021-04-17T17:52:00Z,2.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2021-029B,48160,2021-04-13T01:12:07Z,2021-04-13T02:07:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-26,2019-029F,44240,2021-04-10T10:04:00Z,2021-04-10T12:50:00Z,1.0,USA,Payload,,,,,,
N/A,YAOGAN 18,2013-059A,39363,2021-04-06T18:00:30Z,2021-04-07T01:48:00Z,2.0,China,Payload,,,,,,
N/A,IOD-1,1998-067QK,44385,2021-04-03T12:09:31Z,2021-04-03T14:32:00Z,1.0,UK,Payload,,,,,,
N/A,CZ-3B R/B,2020-002B,44979,2021-04-02T20:39:03Z,2021-04-03T00:23:00Z,1.0,China,R/B,,,,,,
N/A,EP 3,1980-019G,11745,2021-04-02T06:26:40Z,2021-04-02T15:50:00Z,2.0,USA,Payload,,,,,,
N/A,COSMOS 2525,2018-028A,43243,2021-04-01T02:08:17Z,2021-04-01T05:46:00Z,1.0,Russia,Payload,,,,,,
N/A,STARLINK-1105,2020-012AS,45218,2021-03-26T11:46:02Z,2021-03-28T23:37:00Z,15.0,USA,Payload,,,,,,
2021-03-26T04:00:00Z,Falcon 9 R/B,2021-017BN,47782,2021-03-25T23:23:33Z,2021-03-26T05:49:00Z,2.0,USA,R/B,"Washington, USA",46.144935,-121.765481,"Grant County, Washington, USA",47.21,-119.47
N/A,STARLINK-1175,2020-006BF,45097,2021-03-18T22:17:43Z,2021-03-19T05:12:00Z,2.0,USA,Payload,,,,,,
N/A,Falcon 9 Debris,2021-012BP,47681,2021-03-14T21:24:16Z,2021-03-15T05:21:00Z,2.0,USA,Debris,,,,,,
2021-03-16T21:46:00Z,Ariane 44L R/B,1992-041C,22032,2021-03-12T00:39:53Z,2021-03-15T01:09:00Z,18.0,French Guiana,R/B,"Ceara, Brazil",-4.587506,-45.420148,,,
N/A,FREGAT/IRIS,2009-049C,35867,2021-03-12T02:29:18Z,2021-03-12T10:24:00Z,2.0,Kazakhstan,Payload,,,,,,
N/A,CZ-11 R/B,2019-032H,44317,2021-03-12T07:29:58Z,2021-03-12T09:38:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-55,2019-029AK,44268,2021-03-08T23:05:39Z,2021-03-09T02:07:00Z,1.0,USA,Payload,,,,,,
N/A,Antares R/B,2021-013B,47690,2021-03-01T07:39:19Z,2021-03-01T11:29:00Z,1.0,USA,R/B,,,,,,
N/A,CZ-3B R/B,2020-082B,46917,2021-02-27T21:41:03Z,2021-02-27T23:32:00Z,1.0,China,R/B,,,,,,
2021-02-25T11:15:00Z,CZ-3B R/B,2020-050B,44710,2021-02-25T02:59:44Z,2021-02-25T03:27:00Z,1.0,China,R/B,Central Australia,-26.157003,128.499126,,,
N/A,CZ-11 R/B,2020-065K,46463,2021-02-21T11:28:03Z,2021-02-21T18:59:00Z,2.0,China,R/B,,,,,,
N/A,CZ-3A R/B,2010-064B,37235,2021-02-13T20:26:49Z,2021-02-13T20:40:00Z,1.0,China,R/B,,,,,,
N/A,Telkom 3,2012-044A,38744,2021-02-05T08:20:26Z,2021-02-05T11:59:00Z,1.0,Russia,Payload,,,,,,
N/A,Dragon CRS-21 Debris,2020-093B,47308,2021-02-03T14:21:55Z,2021-02-03T15:41:00Z,1.0,USA,Debris,,,,,,
N/A,Ariane 5 Debris (SYLDA),2014-062D,40274,2021-01-24T00:00:00Z,2021-01-24T07:34:00Z,2.0,French Guiana,Debris,,,,,,
N/A,Ariane 5 Debris (SYLDA),2009-044D,35758,2021-01-16T22:49:01Z,2021-01-17T01:40:00Z,1.0,French Guiana,Debris,,,,,,
N/A,Starlink-1447,2020-035H,45664,2021-01-07T22:52:47Z,2021-01-08T07:42:00Z,2.0,USA,Payload,,,,,,
N/A,Ariane 5 Debris (SYLDA),2016-060D,41796,2020-12-29T15:28:18Z,2021-01-03T13:50:00Z,30.0,French Guiana,Debris,,,,,,
N/A,CZ-3B R/B,2020-071B,46611,2021-01-02T20:38:31Z,2021-01-03T06:35:00Z,2.0,China,R/B,,,,,,
N/A,CZ-4B R/B,1977-010A,46397,2021-01-01T08:50:21Z,2021-01-01T09:21:00Z,1.0,China,R/B,,,,,,
N/A,KZ-1A R/B,2019-087G,44844,2020-12-28T13:12:05Z,2020-12-28T14:32:00Z,1.0,China,R/B,,,,,,
N/A,Starlink-1772,2020-073J,46678,2020-12-27T11:23:24Z,2020-12-27T14:04:00Z,1.0,USA,Payload,,,,,,
N/A,Falcon 9 R/B,2018-064B,43588,2020-12-26T06:44:50Z,2020-12-26T18:27:00Z,3.0,USA,R/B,,,,,,
N/A,CZ-6 R/B,2020-079Q,46841,2020-12-20T23:33:54Z,2020-12-21T07:56:00Z,2.0,China,R/B,,,,,,
N/A,SL-24 Debris,2014-033AQ,40048,2020-12-20T22:57:36Z,2020-12-21T04:34:00Z,1.0,Russia,Debris,,,,,,
N/A,Delta 2 R/B,2007-047B,32261,2020-12-15T06:07:30Z,2020-12-15T13:41:00Z,2.0,USA,R/B,,,,,,
N/A,CZ-3B R/B,2011-077B,38015,2020-12-10T09:49:58Z,2020-12-11T21:17:00Z,9.0,China,R/B,,,,,,
N/A,Crew Dragon Demo 2 Debris,2020-033B,46024,2020-12-10T10:18:52Z,2020-12-11T11:55:00Z,6.0,USA,Debris,,,,,,
N/A,Starlink-1268,2020-019AB,45385,2020-11-19T10:51:11Z,2020-11-19T18:46:00Z,2.0,USA,Payload,,,,,,
N/A,ELECTRON R/B,2019-054F,44500,2020-11-05T06:32:01Z,2020-11-05T21:14:00Z,4.0,New Zealand,R/B,,,,,,
N/A,Falcon 9 R/B,2020-070BS,46669,2020-10-30T11:29:26Z,2020-10-30T14:27:00Z,1.0,USA,R/B,,,,,,
N/A,CZ-3B R/B,2015-083B,41195,2020-10-27T21:10:11Z,2020-10-28T00:37:00Z,1.0,China,R/B,,,,,,
N/A,CZ-3B R/B,2008-055B,33415,2020-10-25T05:11:43Z,2020-10-25T05:24:00Z,1.0,China,R/B,,,,,,
N/A,Starlink-65,2019-029AT,44276,2020-10-21T01:35:09Z,2020-10-21T07:40:00Z,2.0,USA,Payload,,,,,,
N/A,Falcon 9 R/B,2018-023C,43230,2020-10-16T05:27:57Z,2020-10-16T07:20:00Z,1.0,USA,R/B,,,,,,
N/A,Starlink-72,2019-029AE,44263,2020-10-15T11:24:14Z,2020-10-15T15:23:00Z,1.0,USA,Payload,,,,,,
N/A,Starlink-59,2019-029AN,44271,2020-10-14T13:42:08Z,2020-10-15T04:02:00Z,4.0,USA,Payload,,,,,,
N/A,Starlink-30,2019-029K,44244,2020-10-12T21:04:20Z,2020-10-14T22:06:00Z,12.0,USA,Payload,,,,,,
N/A,GPIM,2019-036D,44342,2020-10-14T12:06:24Z,2020-10-14T16:15:00Z,1.0,USA,Payload,,,,,,
N/A,Starlink-52,2019-029AA,44259,2020-10-13T17:23:45Z,2020-10-13T23:52:00Z,2.0,USA,Payload,,,,,,
N/A,Starlink-29,2019-029J,44243,2020-10-13T09:52:37Z,2020-10-13T21:48:00Z,3.0,USA,Payload,,,,,,
N/A,Starlink-63,2019-029AG,44265,2020-10-13T13:20:53Z,2020-10-13T19:34:00Z,2.0,USA,Payload,,,,,,
N/A,Shenzhou 11 Module,2016-061G,41868,2020-10-05T21:55:40Z,2020-10-06T15:13:00Z,4.0,China,Payload,,,,,,
N/A,Starlink-81,2019-029BK,44292,2020-10-04T10:43:54Z,2020-10-04T22:48:00Z,3.0,USA,Payload,,,,,,
N/A,Starlink-77,2019-029BJ,44291,2020-10-01T18:27:34Z,2020-10-03T03:43:00Z,8.0,USA,Payload,,,,,,
N/A,Starlink-31,2019-029A,44235,2020-09-30T19:27:00Z,2020-10-01T11:38:00Z,4.0,USA,Payload,,,,,,
N/A,Ariane 44L+ R/B,1992-021C,21941,2020-09-22T00:00:00Z,2020-10-01T10:42:00Z,57.0,French Guiana,R/B,,,,,,
N/A,Starlink-27,2019-029G,44241,2020-09-24T21:25:37Z,2020-09-30T17:42:00Z,35.0,USA,Payload,,,,,,
N/A,Starlink-74,2019-029BL,44293,2020-09-28T18:35:08Z,2020-09-29T15:00:00Z,5.0,USA,Payload,,,,,,
N/A,Starlink-49,2019-029AD,44262,2020-09-27T20:12:31Z,2020-09-29T13:41:00Z,10.0,USA,Payload,,,,,,
N/A,Ariane V Debris,2016-082D,41906,2020-09-28T09:25:11Z,2020-09-28T23:41:00Z,4.0,French Guiana,Debris,,,,,,
N/A,Starlink-53,2019-029BM,44294,2020-09-25T22:15:25Z,2020-09-26T05:04:00Z,2.0,USA,Payload,,,,,,
N/A,Starlink-1311,2020-019D,45363,2020-09-24T20:41:54Z,2020-09-26T01:22:00Z,7.0,USA,Payload,,,,,,
N/A,Starlink-21,2019-029L,44245,2020-09-21T23:33:30Z,2020-09-22T10:27:00Z,3.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2019-061D,44545,2020-09-21T21:52:50Z,2020-09-22T04:36:00Z,2.0,China,R/B,,,,,,
N/A,Monitor-E 1,2005-032A,28822,2020-09-21T21:23:00Z,2020-09-22T00:00:00Z,1.0,Russia,Payload,,,,,,
N/A,Starlink-35,2019-029AF,44264,2020-09-15T21:50:31Z,2020-09-20T17:33:00Z,29.0,USA,Payload,,,,,,
N/A,Starlink-39,2019-029U,44253,2020-09-17T01:31:00Z,2020-09-18T15:01:00Z,9.0,USA,Payload,,,,,,
N/A,Starlink-78,2019-029BH,44290,2020-09-16T01:30:02Z,2020-09-18T03:50:00Z,13.0,USA,Payload,,,,,,
N/A,Starlink-50,2019-029Q,44285,2020-09-17T00:06:00Z,2020-09-17T10:51:00Z,3.0,USA,Payload,,,,,,
N/A,Starlink-69,2019-029AJ,44267,2020-09-15T23:53:00Z,2020-09-17T10:49:00Z,9.0,USA,Payload,,,,,,
N/A,Starlink-37,2019-029S,44251,2020-09-16T01:21:00Z,2020-09-17T03:50:00Z,7.0,USA,Payload,,,,,,
N/A,Starlink-42,2019-029X,44256,2020-09-16T03:58:00Z,2020-09-16T07:56:00Z,1.0,USA,Payload,,,,,,
N/A,Starlink-54,2019-029AH,44266,2020-09-14T12:56:00Z,2020-09-15T03:41:00Z,4.0,USA,Payload,,,,,,
N/A,Starlink-32,2019-029V,44254,2020-09-12T01:13:00Z,2020-09-12T03:18:00Z,1.0,USA,Payload,,,,,,
N/A,Starlink-56,2019-029BA,44283,2020-09-09T07:00:17Z,2020-09-12T03:12:00Z,17.0,USA,Payload,,,,,,
N/A,Avum Debris,2017-044C,42902,2020-09-11T01:51:00Z,2020-09-11T03:18:00Z,1.0,French Guiana,Debris,,,,,,
N/A,Starlink-34,2019-029P,44248,2020-09-02T06:00:00Z,2020-09-08T20:41:00Z,40.0,USA,Payload,,,,,,
N/A,Starlink-40,2019-029Z,44258,2020-09-05T08:13:00Z,2020-09-06T16:21:00Z,8.0,USA,Payload,,,,,,
N/A,Starlink-38,2019-029AX,44280,2020-09-05T23:23:00Z,2020-09-06T00:38:00Z,1.0,USA,Payload,,,,,,
N/A,Starlink-44,2019-029AC,44261,2020-09-05T02:13:00Z,2020-09-05T13:49:00Z,3.0,USA,Payload,,,,,,
N/A,Starlink-45,2019-029AB,44260,2020-09-04T06:52:00Z,2020-09-04T14:51:00Z,2.0,USA,Payload,,,,,,
N/A,Starlink-1040,2019-074AJ,44745,2020-09-02T18:35:00Z,2020-09-02T20:29:00Z,1.0,USA,Payload,,,,,,
N/A,Starlink-51,2019-029AP,44272,2020-09-02T05:27:00Z,2020-09-02T16:06:00Z,3.0,USA,Payload,,,,,,
N/A,Starlink-23,2019-029C,44237,2020-09-02T05:50:39Z,2020-09-02T12:41:00Z,2.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2013-075B,39482,2020-08-30T10:24:00Z,2020-08-30T21:15:00Z,3.0,China,R/B,,,,,,
N/A,Tintin A,2018-020B,43216,2020-08-29T02:17:00Z,2020-08-29T10:32:00Z,1.0,USA,Payload,,,,,,
N/A,Starlink-33,2019-029N,44247,2020-08-29T03:01:00Z,2020-08-29T05:43:00Z,1.0,USA,Payload,,,,,,
N/A,Starlink-62,2019-029AR,44274,2020-08-28T21:09:00Z,2020-08-29T00:41:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-22,2019-029B,44236,2020-08-09T13:06:12Z,2020-08-09T14:53:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-41,2019-029AU,44277,2020-08-09T09:28:00Z,2020-08-09T10:26:00Z,1.0,USA,Payload,,,,,,
N/A,Tintin B,2018-020C,43217,2020-08-08T00:17:00Z,2020-08-08T01:28:00Z,1.0,USA,Payload,,,,,,
N/A,Starlink-28,2019-029H,44242,2020-08-01T11:58:53Z,2020-08-05T21:26:00Z,26.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2018-082B,43658,2020-08-04T10:06:00Z,2020-08-04T13:53:00Z,1.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2020-050B,45938,2020-07-27T04:55:00Z,2020-07-27T07:37:00Z,1.0,Russia,R/B,,,,,,
2020-07-18T07:01:00Z,SL-4 R/B,2019-079C,44799,2020-07-18T05:43:00Z,2020-07-18T07:01:00Z,1.0,Russia,R/B,,29.433643,-98.517252,,,
